x,y
698,897
694,911
690,926
686,940
686,941
684,926
683,924
670,917
668,915
670,930
670,933
684,940
686,941
676,930
671,925
656,926
650,927
660,938
664,943
679,942
686,941
676,933
663,935
673,944
686,941
680,932
669,931
675,940
686,941
684,956
683,971
681,986
679,1001
677,1016
676,1031
675,1034
666,1025
653,1028
663,1036
675,1034
675,1049
675,1064
674,1079
674,1094
674,1109
674,1124
674,1130
669,1125
662,1125
667,1130
674,1130
668,1122
658,1122
664,1130
674,1130
673,1145
673,1160
672,1175
672,1190
672,1205
671,1220
671,1229
666,1224
659,1225
664,1230
671,1229
666,1224
658,1225
663,1230
671,1229
671,1244
672,1259
672,1274
673,1289
673,1304
674,1319
674,1331
681,1327
682,1319
675,1323
674,1331
676,1346
678,1361
680,1376
681,1391
683,1405
685,1420
687,1434
698,1424
709,1414
720,1404
732,1394
743,1384
749,1378
759,1367
768,1355
778,1343
787,1331
796,1320
801,1314
809,1308
809,1297
800,1304
801,1314
791,1326
782,1338
773,1349
763,1361
754,1373
749,1378
758,1382
767,1378
758,1374
749,1378
738,1388
727,1398
716,1408
705,1418
693,1428
687,1434
693,1437
699,1434
693,1431
687,1434
681,1430
674,1432
680,1436
687,1434
687,1449
688,1464
688,1479
689,1494
689,1509
690,1524
690,1539
690,1545
698,1546
704,1540
696,1539
690,1545
698,1538
698,1528
690,1534
690,1545
689,1559
688,1574
687,1589
686,1604
685,1619
684,1634
682,1649
682,1656
681,1647
674,1643
675,1651
682,1656
681,1671
681,1686
681,1701
680,1716
680,1731
679,1746
679,1761
678,1776
678,1791
677,1806
677,1807
680,1800
676,1794
673,1801
677,1807
679,1798
672,1791
670,1801
677,1807
677,1822
677,1837
677,1852
678,1867
678,1882
678,1897
678,1912
678,1927
678,1942
678,1957
678,1960
679,1945
680,1930
681,1915
681,1900
682,1885
683,1870
684,1855
685,1840
685,1834
686,1820
686,1805
687,1790
688,1775
688,1760
689,1745
689,1730
690,1715
690,1712
690,1697
691,1682
691,1667
692,1652
692,1637
692,1622
693,1607
693,1592
693,1592
694,1577
694,1562
695,1547
695,1532
696,1517
696,1502
697,1491
699,1476
702,1461
704,1446
707,1432
709,1417
712,1402
712,1399
711,1384
710,1369
709,1354
708,1339
706,1324
705,1309
705,1309
699,1295
693,1282
687,1268
681,1254
674,1241
669,1229
664,1215
659,1201
655,1187
650,1172
645,1158
641,1148
633,1136
625,1123
618,1110
610,1098
602,1085
598,1079
609,1074
611,1063
601,1068
598,1079
583,1075
582,1075
570,1085
569,1085
584,1089
585,1089
597,1080
598,1079
587,1069
579,1063
564,1066
555,1068
566,1078
574,1084
588,1081
598,1079
606,1092
614,1104
622,1117
630,1130
638,1143
641,1148
653,1146
657,1135
646,1138
641,1148
652,1148
657,1139
647,1140
641,1148
631,1143
621,1148
631,1154
641,1148
650,1143
650,1133
642,1139
641,1148
631,1139
617,1141
627,1151
641,1148
646,1163
651,1177
656,1191
661,1205
666,1219
669,1229
662,1227
656,1232
663,1234
669,1229
675,1243
681,1257
688,1270
694,1284
700,1298
705,1309
712,1315
721,1312
714,1307
705,1309
715,1310
721,1303
712,1302
705,1309
714,1307
717,1298
709,1301
705,1309
706,1324
708,1339
709,1354
710,1369
711,1384
712,1399
712,1399
708,1393
701,1394
705,1399
712,1399
717,1404
724,1403
719,1398
712,1399
710,1414
707,1429
705,1443
702,1458
700,1473
697,1488
697,1491
696,1476
695,1461
695,1446
694,1431
694,1416
693,1406
700,1393
707,1379
713,1366
720,1352
726,1339
729,1332
737,1332
741,1326
734,1327
729,1332
723,1346
716,1359
710,1373
703,1386
697,1400
693,1406
700,1404
701,1397
695,1400
693,1406
687,1400
679,1402
685,1408
693,1406
694,1421
695,1436
695,1451
696,1466
696,1481
697,1491
692,1483
683,1482
688,1490
697,1491
696,1506
696,1521
695,1536
695,1551
694,1566
694,1581
693,1592
694,1577
694,1562
695,1547
696,1532
696,1517
697,1502
697,1497
698,1482
699,1467
699,1452
700,1437
701,1422
702,1407
702,1404
704,1389
707,1375
709,1360
711,1345
714,1330
716,1315
716,1315
716,1300
716,1285
715,1270
715,1255
715,1240
714,1228
721,1214
727,1201
733,1187
739,1173
745,1160
749,1151
759,1140
770,1129
780,1118
790,1107
801,1096
