328,376
313,395
334,382
318,401
339,388
331,397
333,400
321,416
344,399
324,421
349,403
327,427
354,407
331,432
359,411
335,437
363,416
339,442
367,420
343,446
371,425
347,451
375,431
352,455
378,436
357,459
381,442
464,307
454,300
470,319
449,306
465,325
444,312
460,331
439,317
454,337
433,323
449,342
428,329
444,348
423,335
439,354
418,340
434,360
413,346
429,365
408,352
424,371
403,358
418,377
397,363
413,383
392,369
408,389
387,375
403,394
382,381
398,400
377,386
393,406
372,392
388,412
367,398
382,417
372,411
369,414
381,454
373,463
394,450
378,469
399,455
383,475
404,461
389,481
410,467
394,486
415,473
399,492
420,478
404,498
425,484
409,504
430,490
414,509
435,496
419,515
440,502
425,521
446,507
430,527
451,513
435,532
456,519
440,538
461,525
445,544
466,530
450,550
471,536
455,555
476,542
461,561
482,548
474,557
476,560
495,536
514,557
490,540
511,563
485,544
508,568
480,548
504,573
476,552
500,578
471,557
496,583
467,562
491,587
463,567
487,592
460,572
482,596
457,577
476,599
512,547
523,554
507,534
528,548
512,529
533,542
517,523
538,536
522,517
543,531
527,511
548,525
532,506
553,519
538,500
559,513
543,494
564,508
548,488
569,502
553,483
574,496
558,477
579,490
563,471
584,485
568,465
589,479
574,460
595,473
579,454
600,467
584,448
594,455
598,451
